Ra, Dec
295.23151,44.1129
294.52859,46.640968
294.52859,46.640968
293.20453,45.435398
297.06961,40.525131
287.0863,46.945808
292.47797,46.022831
291.68573,39.42886
291.84131,45.17918
299.65961,40.843849
293.07806,38.359081
292.23782,39.00507
288.88662999999997,44.83955
285.75203999999997,39.24921
287.47852,38.228840000000005
292.33755,47.6642
294.86319,40.007511
294.33646,44.918289
294.33646,44.918289
299.67587000000003,47.07584
292.87228,46.098881
299.55634,40.460297
291.18497,40.311211
295.43967000000004,44.039162
285.01721000000003,42.085381
292.08746,49.788761
286.33835,48.744099
284.4447,40.693508
298.85361,40.131088
293.68356,47.833141
295.15051,46.772304999999996
295.15051,46.772304999999996
291.34997999999996,45.172272
296.29355,43.403271000000004
298.03931,39.901939
296.26456,39.40596
296.26456,39.40596
294.83102,46.659591999999996
293.07833999999997,42.277039
288.95551,44.7057
291.25018,49.231834
288.37023999999997,43.35461
288.37023999999997,43.35461
288.37023999999997,43.35461
288.37023999999997,43.35461
288.10086,50.033718
287.34573,43.378391
293.60873,42.197681
299.07883,40.832291
283.73706,47.797131
299.16049,41.14373
290.20162999999997,48.185821999999995
290.20162999999997,48.185821999999995
296.88653999999997,42.655079
291.89893,41.744492
292.37903,39.435840999999996
294.47125,40.278759
290.9288,47.887249
297.27222,43.098721000000005
297.3176,48.239368
295.48651,51.0135
292.42749,38.472912
299.50751,40.477428
299.06491,41.508301
299.62952,47.479809
297.98141,39.900162
294.86688,46.790562
299.35519,40.43306
290.69372999999996,48.701481
291.38599,41.990269
282.49222000000003,43.980209
286.95844,42.541382
293.79357999999996,40.240929
289.19547,46.651699
297.59085,40.81496
292.90903,40.152039
297.19928,41.226428999999996
286.58014,45.163821999999996
289.06485,50.460972
284.67537999999996,44.417770000000004
295.33014,39.16254
289.92145,46.74456
289.92145,46.74456
285.91943,38.871815000000005
293.73282,41.900828999999995
285.98483,43.090912
292.5448,47.37191
292.5448,47.37191
293.72893999999997,41.701209999999996
297.59085,40.81496
297.37332000000004,40.366402
293.25812,46.305729
298.76403999999997,48.64492
293.67047,41.410252
292.97125,41.03577
292.97125,41.03577
298.98037999999997,40.872040000000005
294.75768999999997,46.83112
292.38855,42.233261
288.10086,50.033718
289.55301000000003,41.297852
281.04916000000003,43.322601
294.59656,46.048302
281.64774,48.271049
291.24518,37.75906
295.34222,48.856152
297.86011,46.386261
283.74142,49.067982
290.99536,43.243938
282.49222000000003,43.980209
296.58734,50.490761
291.85898,41.728489
297.84125,42.118252000000005
284.54184,48.961281
299.7915,44.281231
295.8941,42.380451
295.8941,42.380451
290.14175,37.741367
294.25338999999997,42.062382
298.03104,42.052479
290.57672,39.95689
289.95581,38.463631
293.60393999999997,39.388599
293.73282,41.900828999999995
291.5481,50.35331
287.84833,39.358429
300.73239,44.107059
288.84711,47.022911
285.33636,46.31237
288.11606,42.440418
298.55927,40.604858
291.74017000000003,38.014912
294.53934,43.60778
284.6232,39.182411
300.08737,46.200695
293.29837000000003,43.55587
292.61511,42.764252
284.36902000000003,40.718491
281.2738,47.774399
291.02859,43.91367
293.52756,41.111439000000004
289.31149,51.320862
292.77954,47.452099
293.09112999999996,38.3521
293.07662999999997,46.21801
289.84772000000004,44.185783
286.17053,43.008911
298.55576,41.034061
287.53577,48.727790999999996
285.31125,47.848564
295.84747000000004,40.006721
294.8418,39.91888
291.38599,41.990269
291.77182,41.098068
294.23764,45.197105
288.17789,47.36668
293.93347,40.590740000000004
298.41934,40.440819
284.83841,42.070431
296.27771,46.89986
296.27771,46.89986
291.00287000000003,44.899452000000004
289.53882000000004,41.892818
289.36441,41.533229999999996
285.19,46.027962
300.34406,45.623219
282.31351,46.419399
299.93927,45.83321
294.37619,38.757870000000004
295.37737999999996,39.048031
300.66025,45.853519
289.10992000000005,39.685390000000005
291.44766,38.149281
291.46866,40.343849
291.46866,40.343849
291.46866,40.343849
295.66913,38.795840999999996
287.00909,46.796101
285.68408,38.262817
295.32401,40.902190999999995
284.04233,41.699139
283.56531,46.904251
298.21527000000003,45.406890999999995
288.53854,40.877109999999995
287.82639,40.696602
296.99655,49.25642
297.94476000000003,42.191879
290.47311,37.9062
293.6076,42.058997999999995
285.31125,47.848564
296.21518,39.52705
295.82144,46.053028000000005
295.82144,46.053028000000005
289.34732,44.208511
294.54373,40.313862
284.41592,48.65802
284.41592,48.65802
283.74582000000004,48.373432
291.57422,38.655949
296.23282,42.47279
288.15671000000003,41.877972
296.7236,44.853142
295.15219,49.587601
292.19971,42.046089
292.19971,42.046089
285.19,46.027962
285.06491,41.554871
297.58987,40.60194
287.69272,46.366928
282.63138,46.48111
289.91742,40.828606
297.2952,42.011681
298.83588,40.29314
291.61188,42.115971
297.00354,44.775089
299.59561,40.622822
287.72565,48.651379
286.3718,43.691921
295.77367999999996,43.671951
297.01883,50.408981
280.51175,44.159351
290.49512000000004,38.795479
290.49512000000004,38.795479
295.6088,38.735741
293.67532,41.295361
287.08997,41.373878000000005
289.1702,50.627621000000005
289.21481,50.650921000000004
289.88065,51.277081
290.99692000000005,37.199219
290.27777000000003,37.78933
291.534,38.816261
283.33533,47.208832
282.69995,45.42577
290.51018999999997,38.743542
287.19815,38.42897
297.88464,48.00145
300.93737999999996,45.49007
300.93737999999996,45.49007
293.99973,38.232269
291.16437,45.318290999999995
289.08606000000003,41.562958
286.14804,43.369202
287.08997,41.373878000000005
297.354,41.300049
299.31955,41.384640000000005
293.18032999999997,41.61776
283.25549,48.355232
297.48691,49.623451
291.66418,38.619254999999995
284.47217,39.911812
290.85458,42.086921999999994
281.91568,42.775509
289.32925,42.655811
294.96811,49.556511
292.18011,49.20248
288.45065,40.245327
296.85925,50.560162
292.73764,42.014832
290.88831,51.248169
297.42636,43.816502
290.99167,40.229321
292.57336000000004,46.36684
293.18032999999997,41.61776
293.92972000000003,41.602871
288.82302999999996,42.542728000000004
288.9256,42.531509
296.46732000000003,42.598785
281.91568,42.775509
291.38776,44.529109999999996
289.22617,49.548199
291.38776,44.529109999999996
299.67615,40.856491
299.12244,41.86676
296.78445,43.619011
298.40137000000004,44.838181
294.54041,44.190979
292.97775,38.42078
295.58648999999997,49.666851
281.11234,43.227790999999996
281.11234,43.227790999999996
281.11234,43.227790999999996
295.2374,46.81963
293.26605,45.350697
289.08606000000003,41.562958
296.46732000000003,42.598785
282.13552999999996,43.039101
282.13552999999996,43.039101
290.3815,43.292988
290.3815,43.292988
283.25549,48.355232
292.23492000000005,42.909458
290.62523999999996,44.873959
291.2012,51.144279
288.32147000000003,51.726601
288.32147000000003,51.726601
285.57397000000003,38.400902
295.58648999999997,49.666851
294.34164,46.49876
284.92859,42.422309999999996
288.45065,40.245327
297.85632000000004,40.218102
292.54575,49.416969
296.28064,50.755669
298.71362,46.903118
290.3815,43.292988
297.27187999999995,43.333309
282.39194,43.889351
282.39194,43.889351
282.39194,43.889351
285.57397000000003,38.400902
296.51059,42.54744
285.57397000000003,38.400902
292.6933,37.705513
292.05676,37.776192
292.05676,37.776192
291.6756,48.762562
294.96246,46.676289000000004
298.75836,41.159882
298.75836,41.159882
289.09106,40.751121999999995
293.82662999999997,38.856621000000004
297.64227,49.594978000000005
285.36624,49.044868
298.57687000000004,44.621609
298.81638,43.998039
288.15398999999996,44.068821
290.11752,44.87294
294.34146,38.340519
295.94781,44.827831
291.84805,44.96822
289.73972000000003,44.647419
290.70102,38.954681
291.12799,38.914688
293.67245,38.985699
287.97577,39.087181
287.97577,39.087181
292.22739,42.451969
285.15692,47.873329
287.12234,42.70694
286.98013,38.165217999999996
298.36188,41.781109
288.21072000000004,42.556808000000004
289.69748,43.372089
294.71677,45.781269
292.65839,49.865189
295.52417,49.829552
296.55386,43.543178999999995
291.84805,44.96822
290.20993,45.251903999999996
284.06113,45.506851
288.02454,46.30587
297.30969,46.449471
293.44879,37.722640999999996
290.20364,38.374931
290.34735,38.377899
294.14966,38.458271
292.21509,38.548592
288.53082,40.942299
298.97055,40.382729
287.60222999999996,42.075741
298.66348,43.89407
290.94989,40.605221
292.1218,41.927029
296.58718999999996,40.722988
285.33657999999997,38.450520000000004
287.36328,49.45689
295.53839,51.202961
301.04812999999996,44.037689
299.22189,44.180519
286.65604,46.783543
286.65604,46.783543
287.36947999999995,46.768219
287.36947999999995,46.768219
293.57629,46.775471
294.11075,38.710232
298.70923,47.840019
294.11075,38.710232
287.21872,38.862522
284.70691,38.936821
289.56802000000005,41.771561
295.46259,39.168479999999995
294.16643999999997,44.886311
293.43079,46.692089
289.67856,40.249641
291.17328,44.921131
284.29958999999997,42.604321
297.71157999999997,46.768021000000005
292.47977000000003,43.227024
292.24902000000003,46.164821999999994
298.81821,46.94035
296.85922,49.162048
296.85922,49.162048
296.18344,47.358761
294.02911,39.051849
292.03107,39.24548
291.4183,38.672359
293.57086,39.25264
288.75781,39.350571
294.5123,39.462139
298.78799,45.77422
288.53082,40.942299
293.61926,46.413342
282.9975,41.678551
298.44647000000003,40.624882
296.04401,42.454708000000004
280.70853,47.32806
280.70853,47.32806
291.86492999999996,49.32592
297.32971000000003,46.136089
297.65094,47.39629
290.95792,47.406281
291.81857,47.675282
283.91089,47.787048
295.48651,51.0135
292.57779,40.667858
297.39371,39.829041
290.73447000000004,45.297791
295.19968,46.832321
295.09027000000003,45.081181
295.09027000000003,45.081181
292.25464,37.97142
291.60175,42.86388
296.20383,42.777828
296.935,44.850269
295.21036000000004,46.749321
290.88931,42.45966
296.61725,41.281189000000005
289.28979,40.681671
295.68481,47.748081
295.91885,41.332432
297.97089,47.731682
297.97089,47.731682
285.88837,47.880379
285.88837,47.880379
291.78754,42.469528000000004
290.22067000000004,41.868721
294.86618,48.638981
294.86618,48.638981
299.03448,47.90485
291.40945,38.340019
283.23581,41.34304
291.40945,38.340019
299.72845,44.031811
298.65317000000005,47.713710999999996
292.80722000000003,38.884232
285.73981000000003,40.980049
290.61798,37.289089000000004
290.61798,37.289089000000004
285.34695,48.312248
297.66467,47.801392
297.96155,48.244362
297.96155,48.244362
295.1189,48.481281
295.1189,48.481281
293.0708,37.98687
286.68945,39.211909999999996
293.31167999999997,46.041709999999995
286.27167000000003,45.440811
290.04388,44.370602000000005
286.5806,48.544189
297.04208,39.912231
293.8902,48.336121
295.26227,46.78138
298.53967,40.183659000000006
293.71912000000003,43.124592
293.71646,46.226653999999996
296.11734,47.879829
282.94565,47.574905
282.94565,47.574905
295.1189,48.481281
294.97745,38.678352000000004
283.34027000000003,48.549042
286.52481,48.683601
298.66092000000003,48.606369
299.707,43.622601
300.71927,45.09605
293.53629,39.690090000000005
296.19614,45.634331
293.98346000000004,39.43042
299.08099,42.018139
294.29004,39.126869
295.06442000000004,39.960659
283.23581,41.34304
295.92065,47.448608
290.26027999999997,38.354988
297.03922,39.785259
298.04419,47.627918
297.27797999999996,48.320332
297.27797999999996,48.320332
300.15186,45.089611
287.32662999999997,48.673431
291.15738,48.861145
293.68573,48.825142
286.85266,49.261681
292.4404,43.209431
287.86142,49.264462
284.4335,49.305161
287.46606,40.75845
295.21752999999995,39.933128
283.1507,45.139832
287.655,39.244289
296.73724,44.50148
291.84781,48.968128
299.44732999999997,41.398121
288.24377000000004,41.110081
286.76147000000003,38.343509999999995
285.7485,44.632462
300.97794,44.089069
296.35733,48.86372
298.26895,48.916740000000004
284.73904,49.5984
284.73904,49.5984
285.04169,50.075378
284.4335,49.305161
283.33606000000003,47.174541
284.4335,49.305161
292.03091,37.773528999999996
298.06768999999997,49.412601
295.21268,49.56218
295.21268,49.56218
294.59052,41.946509999999996
290.86771,38.960121
296.00943,50.498379
294.53619,46.50983
295.68484,39.256142
288.14763999999997,43.099709000000004
281.74261,42.123081
287.20587,38.498055
291.88632,44.478981
293.77737,38.775459000000005
283.23581,41.34304
298.38052000000005,47.836048
290.34851000000003,50.902851
286.24719,50.242409
290.49426,52.055519
290.49426,52.055519
285.66165,37.9645
290.26614,38.837917
290.12018,38.50951
296.41855,49.5401
296.41855,49.5401
296.56662,49.696251000000004
297.73639,49.63715
293.91489,50.46933
286.81937,46.91169
290.97222999999997,40.994678
292.08185,38.915031
296.61996,48.9058
288.45065,40.245327
283.94244,41.4716
287.3912,42.194832
287.97885,42.679359000000005
287.97885,42.679359000000005
287.97885,42.679359000000005
286.01587,38.411339
294.66797,43.85326
290.73517000000004,44.09132
301.14789,44.104541999999995
286.04712,45.053211
286.04712,45.053211
299.67587000000003,47.07584
287.56473,44.305
288.44153,45.609001
292.4274,44.381271000000005
281.76578,44.576370000000004
291.05722000000003,44.632381
299.90591,45.439678
290.38982999999996,45.665329
296.96027000000004,46.034302000000004
295.43478,46.203129
287.698,42.338718
284.67728,44.79768
297.67261,48.302310999999996
298.10571,48.40115
283.50726000000003,48.552601
290.43759,48.791882
293.16016,48.881190999999994
288.45605,45.80212
283.54416000000003,45.225552
300.90778,45.45787
288.68869,41.15118
293.05722000000003,45.551189
285.3385,46.309872
290.88831,51.248169
293.88293,44.638088
288.58405,44.733799
288.58405,44.733799
292.22031,44.700031
293.17132999999995,45.065601
287.37125,39.603569
297.97424,46.804562
294.02297999999996,46.99955
283.0228,47.261131
283.0228,47.261131
283.0228,47.261131
297.71039,48.083832
293.16016,48.881190999999994
293.16016,48.881190999999994
293.78574,45.01849
296.80893,48.965389
286.55102999999997,49.418739
287.1011,46.896481
287.1011,46.896481
287.1011,46.896481
288.84902999999997,47.021969
288.67068,47.399139
292.50378,41.830421
287.69119,47.546902
293.17132999999995,45.065601
291.18338,45.323170000000005
283.37482,43.788219
291.18338,45.323170000000005
291.18338,45.323170000000005
296.81369,47.526610999999995
297.70023,47.86375
285.48505,48.054321
285.48505,48.054321
297.46533,42.882839000000004
282.46051,48.257118
287.698,42.338718
291.2211,50.581299
296.10958999999997,51.005501
289.52115,51.237309
293.72586,47.247040000000005
290.24703999999997,52.149132
286.9639,37.829708000000004
284.2572,47.68895
280.64136,47.751942
288.68869,41.15118
298.81638,43.998039
280.64136,47.751942
298.66373,47.762039
286.00494,45.480389
287.91791,45.592869
287.91791,45.592869
294.15775,49.614971000000004
287.91791,45.592869
291.35464,45.747898
282.46051,48.257118
290.74768,48.242008
298.55084,48.332451
284.84662000000003,49.692402
298.55084,48.332451
288.6925,49.72353
291.54098999999997,37.816559000000005
291.54098999999997,37.816559000000005
292.65842000000004,38.34539
283.42911000000004,47.59251
281.48273,47.208031
292.65842000000004,38.34539
298.66373,47.762039
296.38552999999996,48.233452
286.02402,48.43177
285.79068,48.683262
294.95145,48.651192
292.97882000000004,48.99667
282.7868,46.244991
298.38482999999997,46.276039000000004
282.45059,46.3214
297.33307,41.891121000000005
296.4986,46.57724
289.78052,49.89653
289.78052,49.89653
286.65689,50.021568
284.84662000000003,49.692402
296.61859,50.022011
288.49582000000004,51.08194
285.67938,50.241299
292.65842000000004,38.34539
292.65842000000004,38.34539
290.62134,38.695499
295.18292,38.654228
286.0705,38.975101
294.71193999999997,39.073761
297.76697,49.446659000000004
288.92157000000003,49.762032
285.61533,50.13575
288.68869,41.15118
295.57135,49.774578000000005
295.57135,49.774578000000005
291.97144,47.86417
288.12097,47.966671000000005
293.53409,44.477084999999995
288.12097,47.966671000000005
296.12073,47.921478
286.24982,48.06094
288.49582000000004,51.08194
296.40686,51.35815
285.47659,41.632717
290.29651,37.749489000000004
290.29651,37.749489000000004
290.96353,38.472542
289.31018,39.132221
288.75494,39.563648
281.83533,44.155918
294.71017,39.8251
281.48273,47.208031
294.71017,39.8251
296.1514,50.09581
296.1514,50.09581
285.92322,42.54985
291.02252000000004,50.259109
296.25948999999997,50.344372
289.83011,50.586239
296.4986,46.57724
289.8533,46.787151
295.81616,51.121738
294.46268,46.821449
294.98913999999996,46.838328999999995
294.98913999999996,46.838328999999995
291.09722999999997,38.875609999999995
291.09722999999997,38.875609999999995
281.45718,46.746471
291.09722999999997,38.875609999999995
285.51685,38.9324
290.52942,38.942661
291.02249,39.917629
295.00203999999997,39.95293
296.11258,39.978778999999996
296.11258,39.978778999999996
296.11258,39.978778999999996
296.11258,39.978778999999996
289.83011,50.586239
294.5704,50.673019000000004
289.50067,51.68573
289.2175,47.88446
289.79907000000003,38.555061
294.98913999999996,46.838328999999995
298.70157,47.337315000000004
283.74069,47.516289
291.97144,47.86417
297.33307,41.891121000000005
291.97144,47.86417
285.67938,50.241299
296.18063,39.435452000000005
284.03222999999997,39.78133
284.03222999999997,39.78133
294.58817,40.165051
297.07016,40.868790000000004
297.07016,40.868790000000004
296.11258,39.978778999999996
298.47321,40.075871
293.83701,40.41275
281.48273,47.208031
283.49982,40.552799
289.79907000000003,38.555061
293.47012,39.252811
293.53085,39.315891
294.89734,40.798168
293.53085,39.315891
297.39825,40.229191
290.84906,48.416012
290.84906,48.416012
290.84906,48.416012
291.15939,51.334862
297.33307,41.891121000000005
288.19809,41.09417
291.75223,41.311240999999995
290.41916000000003,41.525372
293.70847000000003,41.615131
298.32425,42.38847
285.11969,42.299129
295.4328,40.648239000000004
285.99987999999996,40.919319
292.38855,42.233261
285.99987999999996,40.919319
285.99987999999996,40.919319
285.99987999999996,40.919319
298.57642000000004,40.491669
290.35114,40.687
294.90594,43.381889
293.12341000000004,40.934769
293.12341000000004,40.934769
297.31979,43.332722
289.78622,46.858791
289.78622,46.858791
292.26813,37.955639
289.78622,46.858791
293.96606,42.837269
286.5242,37.985432
284.65787,42.652679
286.2406,42.670231
286.00674,38.009541
287.77356000000003,42.869282
287.77356000000003,42.869282
290.51648,43.08382
285.99987999999996,40.919319
288.50888,41.095890000000004
290.20162999999997,48.185821999999995
297.50369,41.057018
284.52117999999996,41.629601
281.48273,47.208031
299.67938,40.965140999999996
285.9115,41.069439
296.18344,47.358761
296.66275,41.261238
283.4711,41.873211
283.83307,41.978649
285.85367,38.384121
285.85367,38.384121
289.73972000000003,44.647419
287.698,42.338718
285.85367,38.384121
291.5563,38.446289
290.51648,43.08382
282.88268999999997,43.191952
285.67287999999996,44.11673
297.2789,43.724018
297.2789,43.724018
291.49722,42.728481
284.52117999999996,41.629601
296.77191,41.755539
292.37903,39.435840999999996
296.77191,41.755539
296.77191,41.755539
283.36841,41.821861
282.00461,42.176528999999995
296.03198,42.14196
297.4809,46.589141999999995
294.28098,42.29097
294.28098,42.29097
294.28098,42.29097
286.87967000000003,39.378391
298.04453,40.086361
297.39319,47.164631
289.36136,40.128819
297.77218999999997,40.15506
299.07513,40.35833
288.2341,40.520901
296.63684,43.802792
300.24222000000003,44.141399
290.53213999999997,44.77512
298.42087000000004,44.950802
300.20609,45.018139
293.7471,45.10722
293.7471,45.10722
297.94476000000003,42.191879
283.36841,41.821861
283.36841,41.821861
283.36841,41.821861
294.6467,41.884109
294.6467,41.884109
291.86801,37.269878000000006
299.82117,43.81427
289.35855,42.526192
292.31601,42.626251
291.9519,43.074711
291.9519,43.074711
301.57855,44.31218
288.2341,40.520901
288.2341,40.520901
287.698,42.338718
288.2341,40.520901
290.56631,40.692039
281.48273,47.208031
293.9285,45.142509000000004
286.15198,45.332561
290.11963,46.273811
292.44626,46.289768
293.54199,46.822140000000005
288.08749,43.876141
281.48273,47.208031
282.11133,42.3545
288.23059,42.41362
290.02872,43.261089
288.02509,43.544579
291.48425,37.397282000000004
291.9519,43.074711
287.29544,43.279869
287.29544,43.279869
282.46811,43.889912
282.46811,43.889912
296.8432,43.697441
292.24802,40.696049
299.00867,40.662231
283.2576,40.990501
292.16278,41.023239000000004
292.16278,41.023239000000004
298.28213999999997,44.272059999999996
288.63785,46.421471000000004
296.83838,46.6264
295.00281,46.987331
295.00281,46.987331
283.61795,47.196678000000006
299.702,40.896271
297.27911,43.567871000000004
286.5285,43.873402
287.43917999999996,43.832088
287.43917999999996,43.832088
287.43917999999996,43.832088
286.21047999999996,37.465590999999996
294.90851000000004,43.986568
299.82117,43.81427
298.65271,43.955021
298.65271,43.955021
298.65271,43.955021
290.42537999999996,41.139148999999996
290.42537999999996,41.139148999999996
293.30606,41.606369
287.698,42.338718
286.86548,41.989079
290.90042,48.746140000000004
296.80865,47.17194
287.78085,47.629909999999995
287.78085,47.629909999999995
287.78085,47.629909999999995
287.78085,47.629909999999995
289.70703,41.843540000000004
289.55328,43.876179
290.42081,37.851799
289.55328,43.876179
294.66797,43.85326
294.66797,43.85326
285.91641,37.59428
299.79645,44.08931
299.79645,44.08931
281.27972,44.315529
281.27972,44.315529
287.56473,44.305
284.26859,44.197540000000004
286.86548,41.989079
296.24953999999997,42.33548
296.89938,43.707218
285.89124,44.181728
286.11868,44.345279999999995
294.36734,38.846889000000004
294.59955,38.366772
300.53757,46.10434
280.69101,47.809738
280.69101,47.809738
291.5545,47.814479999999996
289.0058,47.040421
297.43201,47.128551
283.8757,47.231918
296.6423,47.230331
298.00023999999996,47.243649
298.31836,47.279491
292.15045,39.637581
288.69864,39.708290000000005
292.10427999999996,39.76791
293.08734,39.799122
283.5701,43.736118
290.44928,39.854801
295.198,43.269508
297.82431,43.258381
281.29028,43.413342
295.47574,43.493140999999994
292.87847999999997,45.344372
296.84076,43.647121000000006
297.11713,43.71143
298.31836,47.279491
298.31836,47.279491
287.60461000000004,42.166779
291.4549,37.67712
298.31836,47.279491
284.67569,47.339211
295.43433,44.53112
289.41782,39.945011
293.42703,39.942429
290.28711,37.936508
298.02615,39.918331
294.37354,40.19463
289.19144,40.263184
290.32277999999997,44.035809
290.47134,44.387081
294.5704,50.673019000000004
281.50342,44.409458
284.7883,44.591679
284.7883,44.591679
288.32791000000003,47.381592
288.32791000000003,47.381592
288.32791000000003,47.381592
290.9343,47.357601
290.9343,47.357601
291.56332000000003,40.26778
295.55942000000005,40.236271
295.55942000000005,40.236271
296.88577000000004,40.228229999999996
297.25262000000004,40.288601
290.82419,44.647179
290.82419,44.647179
284.75485,44.956032
284.75485,44.956032
283.89966,45.016890999999994
290.9343,47.357601
290.9343,47.357601
288.2341,40.520901
291.1973,47.3078
295.64871,48.49556
291.1973,47.3078
291.17792000000003,39.199490000000004
299.29947000000004,40.235069
290.2316,40.356571
299.6813,40.428425
289.96674,40.532661
285.65594,45.079559
284.88037,45.134621
282.37042,48.259289
289.00088999999997,45.154270000000004
288.98456,40.064529
293.91364,45.189793
296.69336,47.392151
292.19397000000004,47.457088
292.19397000000004,47.457088
294.121,47.408791
298.34833,47.49123
295.21744,40.592251
295.21744,40.592251
297.44903999999997,40.510899
291.19507000000004,40.702702
282.72067000000004,40.899181
298.83603,45.11652
294.97351000000003,45.213692
294.97351000000003,45.213692
294.97351000000003,45.213692
294.97351000000003,45.213692
298.34833,47.49123
282.9838,47.578590000000005
292.13428,46.202419
287.60818,47.509682
296.95724,47.55381
289.77325,40.80072
299.70474,44.435749
290.39617999999996,41.040081
293.45612,41.048221999999996
293.59189,41.095161
283.21274,45.349861
291.11057,51.058929
283.21274,45.349861
283.21274,45.349861
300.72702000000004,45.305538
288.98456,40.064529
294.91202000000004,45.566685
296.43567,41.134602
284.40991,41.237460999999996
284.40991,41.237460999999996
293.62604,41.27282
293.62604,41.27282
292.1059,38.836220000000004
284.38617,45.719711
298.45319,45.746101
299.28305,45.964439
289.07755,46.005219
289.07755,46.005219
291.16476,48.052429
293.7756,41.228489
282.97342000000003,41.32201
299.70474,44.435749
282.97342000000003,41.32201
297.09,41.388031
289.07755,46.005219
289.07755,46.005219
289.07755,46.005219
293.72806,46.12915
295.6709,47.830399
293.45428,39.803928000000006
297.09,41.388031
297.09,41.388031
292.41721,41.41687
284.91943,41.617191
291.03369,36.771042
285.3472,41.761921
293.72806,46.12915
287.33279,46.203509999999994
293.03775,46.277519
293.03775,46.277519
284.56689,49.01255
293.03775,46.277519
290.93726000000004,37.703972
295.48187,39.017288
290.92731000000003,39.91415
290.92731000000003,39.91415
292.87039,40.105331
289.80908,40.615840999999996
285.3472,41.761921
292.18689,41.727051
285.28711,41.861171999999996
291.02655,36.91637
291.68335,37.751591
285.28711,41.861171999999996
295.41281000000004,46.266472
295.41281000000004,46.266472
295.41281000000004,46.266472
290.44476000000003,48.462891
287.99124,46.35688
287.99609,46.32943
298.86972000000003,40.71991
288.16071,40.878890999999996
284.47848999999997,40.933102000000005
298.29404,41.6838
298.66101000000003,41.137890000000006
297.33307,41.891121000000005
291.63467,41.833858
291.63467,41.833858
291.63467,41.833858
290.03052,42.16605
290.03052,42.16605
284.55573,46.063831
288.00812,46.47356
295.36145,45.914840999999996
293.42636,46.68792
297.49216,46.694519
282.21292,46.717819
284.96851000000004,42.079201
284.96851000000004,42.079201
295.19717,42.416939
293.58636,42.928909000000004
295.0256,44.330189000000004
290.03052,42.16605
296.0322,42.131671999999995
286.89841,37.93745
282.15491000000003,42.234547
298.59164,42.206429
281.19473,47.497131
295.19562,42.417068
282.21292,46.717819
288.73897999999997,46.762562
288.73897999999997,46.762562
288.73897999999997,46.762562
291.50616,46.895740999999994
293.68912,46.41288
297.41867,46.644259999999996
296.98672,47.47739
281.77554,47.59325
296.47977000000003,49.937678999999996
291.82349,42.516209
293.8902,42.527966
291.01727,37.975367999999996
293.8902,42.527966
293.8902,42.527966
293.8902,42.527966
291.50616,46.895740999999994
287.60461000000004,42.166779
292.63766,37.64188
291.50616,46.895740999999994
291.50616,46.895740999999994
296.65475,46.83527
288.58151000000004,41.089809
296.47977000000003,49.937678999999996
296.47977000000003,49.937678999999996
287.46097000000003,50.975071
295.88027999999997,51.26379
295.22643999999997,50.558979
291.16953,42.640808
291.16953,42.640808
293.83456,42.624962
298.93703999999997,44.85791
290.32732999999996,42.898281
292.06082000000004,37.770191
296.65475,46.83527
296.65475,46.83527
297.06842,46.834278000000005
297.25909,46.843189
290.22925,37.840961
295.22643999999997,50.558979
295.22643999999997,50.558979
295.22643999999997,50.558979
290.67312999999996,38.69101
290.67312999999996,38.69101
287.70883,47.33305
297.74799,42.995205
292.50338999999997,43.083149
292.50338999999997,43.083149
297.40097000000003,43.042782
285.43915,43.168479999999995
285.43915,43.168479999999995
287.9061,46.937771000000005
287.9061,46.937771000000005
287.60461000000004,42.166779
287.9061,46.937771000000005
291.78078999999997,37.811508
288.98037999999997,46.95406
290.67312999999996,38.69101
286.56378,39.53447
295.19338999999997,39.539669
295.19338999999997,39.539669
291.95761,38.070049
292.15045,39.637581
287.62082000000004,43.141647
287.62082000000004,43.141647
292.28732,43.197281
288.80377000000004,49.530788
298.35434,47.672081
288.54199,43.255421000000005
288.90887000000004,50.16283
298.04318,41.195
290.50125,40.6945
291.26672,47.114769
290.73001,44.836121
297.77292,40.589088000000004
295.70111,38.945831
286.46752999999995,38.385971000000005
281.82318,42.811169
281.82318,42.811169
290.74917999999997,38.659110999999996
294.13791000000003,42.370499
290.65839,40.778542
297.58392000000003,41.541229
299.3519,41.19574
281.44067,47.246471
285.41519,39.776009
293.88141,46.838879
294.64081,43.45393
292.99329,38.319489000000004
294.30887,46.413052
290.31827000000004,37.91098
283.76407,42.222172
297.25597999999997,47.550491
289.61908,41.927189
298.86102,43.417679
298.71082,47.369911
290.33718999999996,38.205009000000004
294.29196,38.138771000000006
288.45605,45.80212
287.75903,38.281551
286.81937,46.91169
287.47122,46.080662
294.13791000000003,42.370499
294.53148999999996,43.398659
299.07944,40.825641999999995
292.16028,47.166649
291.9632,43.88166
291.22729,50.921791
296.9621,48.25639
296.9621,48.25639
296.62703999999997,49.353901
297.86734,40.10257
292.27005,47.307362
287.47369,42.00375
300.61877000000004,44.594390999999995
286.05242999999996,39.09605
296.49731,40.765629
297.60681,40.656479
293.31827000000004,41.116669
294.74246,38.301811
287.41006,39.65868
299.12286,40.489071
291.14807,40.669399
287.85812000000004,42.542629
298.91278,40.110851000000004
286.99091,38.916222
297.47711,39.877239
285.34995,41.452209
297.36047,40.056141
297.49054,41.8326
298.38754,44.151962
296.5105,39.173321
298.57779,40.681438
289.78052,49.89653
291.88004,45.387932
